name,description,training_type_original,training_type,equipment,action,body_position,explosiveness,youtube_link,tags,sections,strength,endurance,power,stability,number of training types assigned,metrics,,id
CPT Morgan Stretch,,,,,,,,,[],,0,0,0,,0,,275,57e2fd3a4c6a031dc777e948
Crab Bridge,,,,,,,,https://youtu.be/tYkUdqQEdC8,[],recovery protocol; warm-up; movemental flow,0,0,0,,0,Reps,1123,5a5aa545bedd9d000fc043a5
Crab Hip Bridge,,,,,,,,https://youtu.be/CoyAYZ2ZqxM,[],,0,0,0,,0,,1391,5b9fa8a6f5c3eb000f35baec
Crab Walk,,,,,,,,https://www.youtube.com/watch?v=Xwcbm93mM-o,['basic_functional_movement: step'],conditioning; movement flow; warm-up/movement prep; cyclic work; strength 3; warm-up; movement work; warm up/movement prep; recovery protocol; movemental flow; loco motion; movement work 1; warm-up / movement prep; movement / breathing work; stamina,1,1,0,,2,Seconds; Meters; Feet,1036,59fc94ad145143000f73b609
Crawl on Knees,,,,,,,,https://youtu.be/PIn1J5TCq4Q,[],recovery protocol; recovery; down regulation breathing; breathing work,0,0,0,,0,Feet,1881,5d1143fc60e5d3000f2cc94f
Crescent Pose,,,,,,,,https://youtu.be/qwhAlCgNfX8,[],movement flow; down regulation breathing,0,0,0,,0,Time,1225,5ac5443616557e000f3daaa2
Cross Body RDL,,,,,,,,https://youtu.be/lQEjT0ezT0g,['olympic_lift: romanian deadlift'],accessory work; strength 2,1,0,0,,1,Reps,1733,5c9b5ac625e0a60012a15868
Cross Crawl,,,,,,,,https://www.youtube.com/watch?v=jyYJbNETwiM,[],,0,0,0,,0,,1060,5a05f2e3ff5148000f6a4dee
Cross Crawl from Dead Bug,,,,,,,,https://youtu.be/BpX8PIAM4ss,[],neuro adaptation,0,0,0,,0,Reps,1015,59d3f2fb0b81da000ff6b026
Cross Over Step-Up,,,,,,,,https://youtu.be/TDf8soWuUas,"['basic_exercise: step-up', 'basic_functional_movement: step']",accessory work; strength 1; strength 3; strength 2; recovery protocol; accessory strength; accessory; strength; warm-up / movement prep; accessory work 1; stamina,1,1,0,,2,Reps,276,57e2fd3a4c6a031dc777e949
Crossbody DB Snatch,,,,dumbbells,,,,https://youtu.be/28hGIpIWroU,"['olympic_lift: snatch', 'equipment: dumbbells']",accessory work; suns out guns out; strength 2; trunk work; stamina 1; strength; stamina,1,1,0,,2,Reps,856,5957af1c6bdcf5000f75730b
Crossbody Toes to Bar,,,,,,,,https://youtube.com/watch?v=xM9Z7n02yBs,[],accessory work; strength 3; strength and stamina; gymnastics; strength; stamina,1,1,0,,2,Reps,702,58a12426668050000fa67377
Crossbody V-Up,,,,,,,,https://www.youtube.com/watch?v=Dr30lpD9pkk,['basic_functional_movement: v-ups'],accessory work 2; accessory work; strength 1; accessory work 3; stamina 1; accessory work 4; stamina; core,1,1,0,,2,Reps; Time; Seconds,1198,5ab93b7db678c5000fde46d8
Crossover Box Step Down,,,,,,,,https://youtu.be/DfxNrVLhlLI,['basic_functional_movement: step'],accessory work; accessory work 1; strength 1,1,0,0,,1,Reps,1875,5d07b8d260e5d3000f2a9657
Crossover Plyo Push-Up,,plyometrics,,,,,,https://www.youtube.com/watch?v=3D7CPVCkSYA,['basic_exercise: push-ups'],plyometrics,0,0,1,,1,Reps; Time; Seconds,782,5900aef4d3a431000f792b90
Crunchy Frog,,,,,,,,https://youtu.be/NlaWP_PVi9s,[],accessory work,0,0,0,,0,Time,1441,5bda9f1acb07e9000fc579e6
Crush Grip DB Bench Press,,,,dumbbells,,,,https://www.youtube.com/watch?v=NfV-LUkxWmY,"['basic_exercise: bench press', 'equipment: dumbbells']",strength 3; accessory work; accessory work 1; strength 2,1,0,0,,1,Reps,890,5978a6a9fd7558000f7f24f7
Crush Grip Dumbbell Bench Press,,,,dumbbells,,,,https://youtu.be/NfV-LUkxWmY?t=1,"['basic_exercise: bench press', 'equipment: dumbbells']",accessory work 1; strength; strength 3,1,0,0,,1,Reps,1583,5c1e8cf29eb3da000f121a55
Crush Grip Sandbag Carry,,,,sandbags,,,,https://youtu.be/FoFiJXlWEq0,"['basic_exercise: carry', 'equipment: sandbags']",strength,1,0,0,,1,Seconds,1895,5d214d91cc3ad8000f378b2a
